=== أصناف الشركة المذكورة في قائمة الأسعار (PDF) وليست مسجلة في السيستم ===
إجمالي الأصناف المفقودة: 605 صنف من أصل 838 صنف بالملف.

--------------------------------------------------
1. منتجات BR المفقودة (إجمالي 244 صنف):
--------------------------------------------------
 - [كود: 333060002] S 2.4/ مم32مواسيرSM | السعر: 63.5
 - [كود: 333060007] S 1.8 / بوصة1مواسيرSM | السعر: 39.25
 - [كود: 333060008] S 2.4 / بوصة1مواسير SM 64.00 | السعر: 64
 - [كود: 333060009] S 3.2 / بوصة1مواسيرSM | السعر: 69.5
 - [كود: 333060020] S -متر6-مم2.9 بوصة3/4مواسيرSM | السعر: 56.5
 - [كود: 333140001] ML مم4110مواسير SM 297.00 | السعر: 297
 - [كود: 333140014] ML مم475مواسير SM 200.00 | السعر: 200
 - [كود: 333140015] ML مم5110مواسيرSM | السعر: 353.75
 - [كود: 333140017] ML مم4160مواسير SM 416.00 | السعر: 416
 - [كود: 333140018] ML مم5160مواسيرSM | السعر: 525.25
